-1	0	1	2	3	4	5	6	7	8	9	10	11	feature_idx
-0.10467818794151577	-0.7744467136489477	0.9225914037309851	0.8467280475474271	-2.0619123963202486	-0.07939940012847709	-0.652184950943034	1.486878460595559	0.9995572490244212	0.4042101290847642	-0.48674369422014935	0.1954087704258467	-0.6960087172066317	0
-0.5173221694779409	-0.0002969959227224813	1.1814727957352953	1.1511985383374312	1.0525570069764234	1.6295928209067458	-0.6601284443258885	-1.2657987261195829	-0.1375321423295819	-1.1700005764635635	-0.5266879178039359	-0.5745359679602962	-0.1625182215523839	1
0.6069758580828241	0.18828986135536957	-1.6588220616870955	0.31155362618968047	0.7125018233058756	0.26204675713599856	-0.26033320377978225	1.7229685307566618	-0.06520099428923679	-0.07795555133041204	-0.7113397254057442	-0.5969184088040029	-0.43376651153013535	2
0.0037499421174072155	0.33897003296988587	1.1205025420580448	0.28159552737468313	0.8525264361887195	-2.1267830024782355	-0.2959607678348961	0.23467023951920252	0.3155856147087498	-0.24175653426167984	-0.2953300646626777	-0.15322299835468872	-0.03454696734451556	3
-0.658754028715415	-0.7117635682654718	-0.9640044608496756	0.7385079240266156	0.5567058798455639	-0.44532554884227254	-0.11913684635493356	-0.4929808988265538	0.9262715863784504	0.48124070371914945	0.3009754427636946	1.0076168438323638	-0.6193530287115143	4
0.2032365852619982	0.9467762994812284	-0.4770920463823083	0.8521119122934635	-0.56142897081543	-0.10561441091471578	-0.23062909518201094	-1.1884813465300466	0.402618633857186	0.042623721834184974	0.1324835664833323	0.23338440251008588	-0.2499892518969672	5
-0.43837298687030446	0.4812741317756416	0.21377620353218046	-0.5052472797614986	0.04287420388139941	0.12308977934194706	0.15215594719454667	0.6987851004391947	-0.6228795353730502	0.7080024842195817	0.10373423032401208	-0.2881413630975129	-0.6690509156061377	6
0.45043716135951534	-0.12256520386671263	0.4372553109413205	-0.6246079745916505	0.18226083259065354	0.25048757385325193	-0.20113276574392144	-0.42447493773025374	0.24866239468417853	-0.04547952169112716	0.0737993535959725	0.4029852031905393	-0.627627426591766	7
-0.042565045673439925	0.07479342690861635	-0.1960710342681712	-0.733208512769987	-0.007467734306647719	0.09484794187858507	-0.703031996000115	-0.020435592674632044	0.48599171769441757	0.37322350739106375	0.021692478768006146	0.2875746993810048	0.3646561436712991	8
0.44972170200500133	-0.1784919014742324	-0.05746441145936161	0.22825977188738436	0.09988399636921945	-0.056353587170985896	-0.05188117972042067	-0.453233953516844	-0.504299177954657	0.6358722042867133	0.2885181065943282	-0.28712171290113636	-0.11340985694500902	9
0.06189830376222869	-0.09662786170773233	0.10297745343119359	0.4984204754638075	0.015347795501143183	-0.025019421467117643	-0.31377571489322736	0.3389608458681556	-0.9704303745289714	0.38900787784780577	0.10290335550322428	-0.19152721695205185	0.08786448217154214	10
-0.04460706096940644	0.033579392388539006	-0.017609220370628384	0.04441730056135565	-6.487990479538705e-05	0.017400776972557597	-0.04669370290472382	0.3503789122059329	-0.09319748191910121	-1.0031418246942856	0.43683887924517656	0.3333928059184133	-0.010693896529034125	11
0.12310787881347494	0.02601587484312178	-0.02718600414690076	0.09152985832826607	-0.01009788496874232	-0.030686117482180482	-0.07565593637011025	0.4164058485378795	-0.1281355990647632	-0.3717738240677616	-0.2927534853293072	0.341478208862213	-0.06224881795518943	12
-0.10651209958950764	0.016189595112760587	-0.014083462721647691	-0.013640975480960105	0.03801084155477425	0.007892426188946677	-0.06813228314031033	-0.4034098864385347	0.7019769561100822	0.43444846140047505	0.10420790187961186	-0.6666159231615846	-0.030331551714105173	13
0.2088343954006884	-0.03940932468275621	0.03522938774510735	-0.059709543237028324	-0.010425956938232726	-0.051220118137884955	0.13587171155360767	-0.18923858692533851	0.04162684994038568	0.011813721636044787	-0.1537489047669765	0.07637320081930896	-0.005996832406925608	14
0.1939059994561973	-0.02363768655159721	-0.01285198316319739	-0.049944228920838156	-0.03558063094115495	-0.07679550127170318	-0.04276898705070021	-0.28041784157220334	-0.23194113187221313	0.32055000042642817	0.06474473251689924	0.2119397992439651	-0.0372025402998823	15
0.19948145100199763	-0.03535572472019637	-0.023681698829021287	0.03422084154044416	0.004851489036475755	0.005563603753316036	0.1312813694812099	0.07860030083451831	0.38176878057165375	-0.46457419944225115	0.0025616133118890718	-0.33869021792150406	0.02397239138146817	16
0.07777533962707808	0.031112474559419845	0.017991726119887985	0.025323438665815802	2.8957331619371128e-05	-0.0035941218391876725	-0.07731805402650536	0.22224451404234177	0.05856127576808191	-0.47731156667933733	0.15871976165944365	0.026046600201421126	-0.05958034543007918	17
-0.03594614966747284	0.03088465442245945	0.017919423750084075	-0.021742010326857093	-0.0059021291571316244	-0.009562495060793028	-0.04625427699496209	0.18089177422662453	-0.11492582822293301	-0.05279293873985972	-0.1122246071715487	0.16912285549046072	0.0005317274519293096	18
-0.00730649832057973	-0.012692061004392413	0.009565476558267134	0.03400157941986846	-0.018997223018821834	-0.03212332319690361	0.004155818904834259	-0.12268837065235574	-0.1327244532371604	0.3504211108220978	0.06209300979932543	-0.1607044180833017	0.026999352009122256	19
-0.10533472783297793	0.004019944094693409	0.03437566413979395	0.01032461070987323	-0.01164035477604771	0.025050319236465914	0.020098100735598805	0.23524579135454426	0.022298696164605582	0.0654669371956206	-0.0037776177746071545	-0.23918071354814904	-0.05694664969941404	20
