0	1	2	3	4	5	6	7	feature_idx
-0.24798504628491802	-2.4255787139447555	1.1554048439450384	0.4574520227527129	0.46139772823545133	0.39334808983812575	0.3207452562665455	-0.11478418080820048	0
0.8030458792234793	0.311345068474175	-0.7836419578406401	0.5269082419283048	0.060882530202421875	-1.0974247409635323	1.169713226271553	-0.9908282472957611	1
-0.0866600535852828	-0.09140660575238312	1.0515656794713049	-1.4035708850185158	0.8021816156332757	0.42423969805065026	-0.16403857123963309	-0.532310877559416	2
1.567499397663232	0.024742939164603697	-0.49365273641482604	-2.0294498087335744	0.18832477641702317	0.4251826063180631	0.0858121530550908	0.2315406725303878	3
-1.8970730437588026	0.4548030332766653	1.4272124734865248	-0.6023502861254793	0.2551354036792415	-0.08823399827934308	0.2735214261914245	0.17698499152976926	4
-0.8030361655317775	-0.2012775550958437	-1.2159829445222416	-0.335302562783995	0.7390729839368867	0.38852415985343064	1.3969870814177214	0.031015002725819567	5
-0.32492783518898627	0.17594868873536768	-1.350301297732947	0.48090365148480607	0.41703290674920696	1.1569961868017775	-0.08771375737862935	-0.4679385434705951	6
0.08872120440334909	0.10042587569592816	-0.942287954016254	0.053487163248965616	0.077553586336864	-0.32269984649264616	0.5480464019199499	0.3967535689038436	7
-0.1578774522149478	-0.030224416669518108	-0.385266595907381	-0.12841044877519456	1.4542872376352722	-0.03168765278958489	-0.5603937410140771	-0.16042693026456853	8
-0.0486570003859596	0.002770040129807066	0.3060871914739904	-0.010101981725783252	-0.1273191009594198	0.025410784769271666	0.09860752532639551	-0.2467974586283018	9
0.12573732634196724	0.019274977934914166	0.7247209831866464	-0.15165594611258076	-0.3666966840826696	-0.47897622000028456	0.4351374202434813	-0.3075418575114738	10
0.06898039411136903	0.004805206337454454	0.03594153179364225	-0.13309094899206547	0.10849307582682943	0.07389078358363849	0.08774231375480668	-0.24676235641567473	11
0.15280504980122192	0.00356043412744056	0.0017518276740448606	0.08440766961487635	0.7335765939925224	-1.0853661790253217	0.021748578921432234	0.08751602489378385	12
0.09053732156274062	-0.014775223878514902	-0.3395519425912796	-0.028628118942746465	0.022109373018769713	0.13587887329032702	0.1704756432228126	-0.036045925682109146	13
-0.02099170736542703	0.01641748772392181	-0.2681577318423899	0.0017251232549842584	0.34081537870904727	-0.0764245929544162	-0.0590539165431939	0.06566995901747381	14
0.0005323400899283504	0.004040263264157514	-0.22548601263772824	0.05900951574976106	0.1779819913136103	-0.05759125596700318	-0.09071613076660404	0.13222928895387834	15
-0.08397433063372665	0.019465815047538856	-0.1407672291916077	0.18323357909105437	0.01434586490552997	-0.004157504407341689	-0.00016271798887865176	0.01201652317743147	16
-0.0633549364035523	-0.0245504052517282	0.1347408356301171	-0.12008299221632705	-0.3197161011181581	0.1876310387367923	0.11717520311435002	0.08815735750850626	17
-0.0794049725595603	-0.020035309485875546	0.10325820900306945	0.10733560762385344	0.024672024160032738	-0.10188182261503499	-0.05181078242650227	0.01786704630001744	18
-0.07270346988045462	0.016886522083100996	0.1670637646609911	-0.08027171853662939	0.1294594773813967	-0.13226119423444715	-0.03345690283985516	0.005283521365897459	19
