0	1	2	3	4	feature_idx
2.0076249245546083	-2.4064994756370623	1.0940600990626939	-0.20037306122210458	-0.4948124867581355	0
-0.6647812116043097	0.37179439510647966	1.4922741476849732	1.3843898627316031	-2.5836771939187466	1
1.2123316535337985	0.20580944595947456	-1.259441204302533	0.16236246984123856	-0.32106236503197905	2
0.417795168555888	0.8839078543899863	1.1769491233572893	-1.9498188531572027	-0.5288332931459613	3
0.47109799514311107	-0.33509232808595163	-0.1273655220817512	-0.3710609366090563	0.36242079163364815	4
-0.33739183201359263	0.08428314547539399	0.3531145822391446	-0.054354842966472396	-0.04565105273447352	5
0.3929182832403203	-0.15258535095715628	-0.2533126951404814	0.09330838900227655	-0.08032862614495921	6
-0.3305901932823956	-0.43156075477024397	-0.13148744060924905	0.22248851247140383	0.6711498761904848	7
0.6738714815808771	0.32351217883058214	-0.7367348941745616	0.07841646948120568	-0.33906523571810293	8
-0.1734899189029152	-0.12042337126704458	0.14483534063698775	-0.04316537034667568	0.1922433198796476	9
-0.7085784405432467	-0.012915644603571764	0.5084491846377822	-0.03263294697639016	0.2456778474854265	10
-0.05124999555863031	0.005066455573618904	0.013545384234288147	0.018202935243774376	0.014435220506948869	11
-0.3677898915583855	-0.029103543859538193	0.07039227126746928	-0.021793699124506988	0.3482948632749614	12
0.28776107932028916	-0.0057269184928451875	-0.04153382099026382	-0.0014599571488657136	-0.23904038268831448	13
0.25069474583255114	-0.04345274761989599	-0.013290498485153398	-0.049901351642066376	-0.14405014808543537	14
-0.15926190477132215	-0.06885926096487395	-0.031675163066128574	-0.06092316915182188	0.3207194979541465	15
0.17203042509155306	-0.019537909719103613	-0.0006936510174938796	0.006934873325684886	-0.15873373768064047	16
-0.11773266901290083	-0.02526702205161975	0.02592196917700082	-0.00212243981114193	0.11920016169866174	17
-0.0008431396195310131	0.03593437528377835	-0.0012091202638806941	-0.0034394800082098668	-0.030442635392156806	18
-0.13908374177288302	0.012056325658229838	0.04268549885289406	-0.02289797729147027	0.10723989455322937	19
-0.18776865248856925	-0.04989192899470727	0.03966341841501667	0.02294874195667334	0.17504842111158656	20
