0	1	2	3	4	5	6	7	feature_idx
0.27112861738609	-2.026002362385704	1.0026121634813263	-0.0983118614501077	0.807711710413144	-0.07338909632070634	0.8085331336606393	-0.6922823047846818	0
0.8050921781859041	0.8615912819440115	-2.0400408568035555	1.4425400593620443	-0.5473900534594984	-1.2263386329825892	0.9952458361904957	-0.2906998124368139	1
-1.403896808254939	0.6571827842769975	0.8805295855024605	0.22051250161443595	0.36025027692105527	-0.5352380207020155	0.27605054271318463	-0.45539086207117996	2
1.2945522647876866	0.8183561359860639	-0.2446901453376513	-2.10070464181492	0.3446608409556163	-0.3275022759124103	0.26683923905390367	-0.051511417718289265	3
-1.4520891695103502	0.545316201109813	-0.2948876617528606	-0.43184200117420407	0.5072368519904279	0.994700203789391	0.7357600063224025	-0.6041944307746193	4
0.41103381956643575	-0.5367795649515914	-0.9182505531736157	-0.09891050319724913	0.4696287331292195	0.07921443659126626	0.8393733188674137	-0.24530968683187912	5
0.6840090101376848	0.07002768067975461	1.4013190339070987	0.14350477005535442	-0.8849566376067979	-0.29442596271260285	-0.47454923669953625	-0.6449286577609559	6
0.34589321340312595	0.1841393244905844	-0.6097927889385093	0.26006257370143937	0.5618926203670013	0.46948223515840026	-0.5945991929741895	-0.6170779852078523	7
-0.10991780688341135	-0.010409090697524038	-0.06590319697699312	0.10283811652588115	0.3143946462721554	0.10993938983682285	-0.7023178783913631	0.36137582031443183	8
-0.18344555077660393	0.11438302158690744	0.999815427474489	-0.03319543176618991	-0.4580079271561554	-0.5906006840358488	0.243738840505747	-0.09268769583234576	9
6.737928941793423e-05	0.016857595488916098	0.31489398045696887	-0.017545295666272245	-0.8704692557165004	-0.035258497612452866	0.49821343701875376	0.09324065674116891	10
-0.03114161096827753	-0.01307691654356184	0.06781021095775203	-0.0027017476520684487	-0.08000228868400165	0.06185984594519119	0.020405167372175608	-0.023152660427209402	11
0.0010356965490315737	-0.007113475084761615	-0.38031775467339923	-0.026264595236147055	-0.26385777915555747	0.6441063379236748	0.09176988947063044	-0.059358319793471226	12
0.0030408397129435254	0.036477115034542346	0.1290714466440107	0.010333501298480664	0.6563235418477578	-0.7934965235762075	-0.012243890901015957	-0.02950603006051152	13
0.002846799259651921	-0.007505612885363648	0.17038895328084366	-0.04571752060672471	0.04489615104732767	-0.1050185138755438	-0.055218854125414114	-0.004671402094776912	14
-0.014507635636776262	-0.023863051447712617	0.14632426265967827	-0.0630841197129337	-0.17623236492314964	0.19829435788085786	-0.03840130763045292	-0.028530141189511006	15
-0.06563016783908368	0.00430179565779531	0.08249976088295023	0.003745218652164457	0.2778824384936737	-0.3518075173663123	0.02750315536703062	0.0215053161517817	16
0.04612273742289865	-0.0030976509986384636	-0.03126987710128911	-0.01016331421405952	0.00794508669521052	0.037771870576085456	0.014442101633888326	-0.061750954014095916	17
0.05072569920119246	-0.005011203353775381	-0.21619445213154326	-0.008005797085295177	-0.140206722530904	0.3379873701661338	-0.020480506641017547	0.0011856123752091215	18
0.0011075238868065633	-0.015345488890827054	0.09992545204422014	-0.030173706727515726	-0.11369133337755843	-0.004677825197704778	0.033159600223248056	0.02969577803933118	19
0.03160751953842948	-0.010421736969935223	0.00859475788303861	0.02220219885932093	-0.015838372871516702	0.010930074853350501	0.008027215589638566	-0.05510165688232621	20
