0	1	2	3	feature_idx
1.0543526522988174	-0.985192206461583	1.9750551478432319	-2.0442155936804665	0
2.310639128342831	-1.4994549954414167	-1.5794270174470033	0.7682428845455893	1
-0.9699893270621006	-0.5460278648537303	0.854520695593031	0.6614964963228002	2
-0.5791473843070374	-0.5491185332547021	0.1876412047591023	0.9406247128026369	3
-0.41606357677455147	-0.5086527284394794	0.890893697522349	0.03382260769168158	4
0.22978137396478823	-0.0721796839646639	-0.4351522497075623	0.27755055970743797	5
-0.1138372705436476	-0.7921626345055156	0.510442099149497	0.3955578058996664	6
0.12585150088694855	-0.06651771338635465	-0.10774226888897351	0.0484084813883796	7
-0.5233747458413851	-0.32635473484801236	0.7985021670692732	0.05122731362012418	8
0.07122416028522165	0.09308881538440071	-0.12185761617536821	-0.04245535949425427	9
0.39667677857638517	-0.04082377156377793	-0.2753089803023349	-0.08054402671027247	10
-0.013107534803626855	0.05499781874862993	-0.04912840680569641	0.007238122860693332	11
0.03412596533784233	0.02885701659178212	-0.07764235299098798	0.01465937106136353	12
0.01735216697901988	-0.25965795602939407	0.19327213530276482	0.049033653747609394	13
-0.03724557629852595	0.03385058856566797	0.040946183860873384	-0.03755119612801542	14
-0.10862929298431884	0.15342868098735787	-0.0008156022268264029	-0.04398378577621268	15
0.021403298447185887	0.2218981573875415	-0.2098739515250249	-0.03342750430970257	16
0.0012706189530572159	0.056448106168307956	-0.0734674500661192	0.015748724944754024	17
-0.005910895959072921	-0.008830989003019422	-0.01135256521086183	0.02609445017295415	18
-0.003210290291534528	0.18928369995631608	-0.16286005288136093	-0.02321335678342062	19
0.052651131270110764	0.04994247902459315	-0.09222224745210102	-0.010371362842602939	20
