0	1	2	3	4	5	feature_idx
1.288236132522683	0.4453031470646231	0.6058933995327971	0.5958405707109617	-0.5791654539185186	-2.3561077959125467	0
1.0706692293558675	0.42743443563335487	1.5232094551351203	-2.8998607665499283	-0.32545627831121454	0.20400392473679932	1
1.2347693874572911	-1.3487466520307123	-0.5033250401034248	0.3741253391739043	0.22451439758001396	0.0186625679229275	2
-0.0014432354995528658	-1.8505249325188518	1.709411523429775	0.14315705589681055	-0.06821498948893574	0.06761457818075417	3
1.3055558723321095	-0.5830379359935628	-0.7997863204813099	0.43454792257324076	-0.5304070305044725	0.17312749207399455	4
-0.03193628390286254	-0.23039233417888139	0.3531680305090963	-0.2002007769699179	0.17287748859991842	-0.06351612405735275	5
-0.6451329444422675	0.4876041396495273	0.06185652198301764	0.30357301501548206	-0.2671236130062799	0.059222880800520905	6
-0.8084169984973283	0.10933829183052984	0.8481696897656866	-0.035489351008720686	-0.1032800395988976	-0.010321592491270008	7
1.058395579227861	-0.11424034056514913	-0.5862328512424793	-0.3236742265975014	-0.03340414574389833	-0.0008440150788329467	8
0.14954482699560118	0.0012355148640397584	0.0016911653234801742	-0.2073895607445753	0.11040328674947097	-0.05548523318801686	9
-0.6032275791416017	-0.15465779126096232	0.5039741613203804	0.28228432975261547	-0.05604121146744789	0.027668090797016237	10
-0.18680052485500315	-0.1301765200012895	0.13085999177351132	0.18789112316703135	0.04688081943779742	-0.04865488952204755	11
-0.13972091750178853	0.06546709140295048	0.13127770057076843	-0.06917903956764343	0.026102749733040966	-0.0139475846373279	12
-0.10045533756804895	-0.010681409299784813	0.21694971642151595	-0.11676223913144569	-0.000787819359027463	0.011737088936791009	13
0.005077314466584484	0.017245505233463736	-0.02785068920028447	0.011164340334861864	-0.02054162978389829	0.014905158949272666	14
-0.000432623267286739	0.059125436719037465	-0.05024511265213215	-0.01213972692938106	0.007920533675044162	-0.00422850754528166	15
-0.20377869176149768	0.19730087537330648	-0.011645419650316458	0.019111609339727994	0.010386180848408992	-0.01137455414962933	16
0.011118916769396343	-0.11548182031392197	0.012358607389638166	0.0819798125539336	0.03848354988114877	-0.028459066280194904	17
-0.06198334306091309	0.11429152034055366	-0.12397168318937728	0.06686853720275932	0.0031792452134359315	0.0016157234935413654	18
0.13899708751248435	-0.08212152959493278	-0.10826657234607268	0.043369489631667965	0.0028734513709383724	0.005148073425914735	19
