0	1	2	3	4	5	feature_idx
0.43114892139161254	0.9840079418819553	0.3886436635696954	0.41739424212947135	0.3499101067531075	-2.5711048757258426	0
-1.9874304510119525	1.658429490199652	-1.2824669965296667	1.015566772760622	0.5111644857897479	0.08473669879159762	1
1.6324586091458364	0.9050276280170918	-0.8804426350902804	-0.44946827883505636	-1.3794840687503165	0.1719087455127247	2
-0.21455288068962572	-0.4485058443367041	0.8465034442703729	1.7857690712849983	-1.9365746381338023	-0.0326391523952392	3
0.06779832283470433	1.2620535427785664	0.7044188627362852	-1.1747440971409027	-0.6069597875159849	-0.25256684369266785	4
-0.2885288851625171	0.40749678139319645	0.9463485915831029	-0.9316222020252906	-0.2160493343315874	0.08235504854309564	5
0.7815274949579146	-1.2899434818558828	0.07456588365907332	0.10008045043010652	0.4899174887884819	-0.15614783597969367	6
-0.06846658288545161	-0.07776978312797553	-0.29638886666135744	0.4379996853087444	0.11190092275504598	-0.10727537538900592	7
-0.7254140237970548	-0.3927529937401922	1.4389985658398838	-0.14862287891193401	-0.13542782231304018	-0.03678084707766258	8
-0.2900787793114393	0.14259184229379224	0.19137941873511227	-0.0853440462571816	-0.0002471236136034118	0.041698688153319924	9
0.31023541440407565	0.2527083305684396	-0.5242551868023829	0.1454020299135547	-0.16032618602240312	-0.023764402061284072	10
0.27287885008231755	-0.08887293298451567	-0.11431976605479553	0.061426824494587175	-0.13039045983410616	-0.0007225157034875181	11
0.20273949644133243	-0.30012816308463197	-0.0418765728735461	0.07573273503796528	0.057228204610444505	0.0063042998684358295	12
0.1416494923794733	0.16221172008761586	-0.3459438484962762	0.05981297085531716	-0.01823977442849455	0.000509439602364437	13
0.034475081320208746	-0.3438270334449964	0.27118665111583756	0.02207265644910149	0.021112282808108018	-0.005019638248259561	14
-0.03665062383970179	-0.20418052602550998	0.1536041286171061	0.02862503921365141	0.05886037210164939	-0.00025839006719514756	15
-0.04552169583804333	-0.20997832229129335	0.08900086601349837	-0.03323822210397841	0.20199085108558265	-0.002253476865765938	16
0.05730474107793529	0.28716974179525784	-0.13469871466162164	-0.09901277756974451	-0.11886775491870885	0.008104764276881924	17
0.23281426465310462	-0.07657135826832975	-0.18892078302706775	-0.09124919076107403	0.1216501098269691	0.0022769575763979416	18
0.14911113495243633	0.188493928562913	-0.17220615886983703	-0.07434753207058184	-0.09141715906980954	0.00036578649487914027	19
