-1	0	1	2	3	4	5	6	7	feature_idx
-0.195883999901864	-2.709904689359941	0.3597408121949588	0.192753615070451	0.29834360949660715	0.9869907622958172	0.5309746117995899	0.38193135248985755	0.15505392591452286	0
-1.9096373455342273	0.09932875448515308	1.0326630549026183	1.1771083960898758	0.5060654335420874	1.222579296152082	0.3712659728055214	-1.8356017413869274	-0.6637718210561835	1
-1.2462748879789056	0.1405311576534043	-0.4890222184158536	-0.20585072638668922	-1.4487660211207654	1.1038992204217255	0.41936269638661355	1.5351830090940082	0.1909377703464615	2
0.10844921263387082	-0.05857580117259214	1.776617314350102	0.093848322199551	-2.0174007154186873	-0.6221231618042392	0.5659819561341061	-0.31935165505308316	0.47255452813097176	3
0.17895014905619266	-0.27243569593775685	-1.2344032591324259	0.2473348351853022	-0.6491955002606463	1.1413266839860816	0.4053479166397899	0.26348299266938874	-0.08040812220592647	4
0.0786650530546247	0.044102312115828636	-1.0281351242027619	1.4559043573714328	-0.2840251762785198	-0.8285869756397193	0.8444123391192638	-0.5726615190998632	0.2903247335597136	5
-0.669233949431484	-0.1903432708919042	0.06940258866288639	-0.09090761560649575	0.479833426632893	-1.4142480698285298	0.6063509818376017	0.423810847026862	0.7853350615981703	6
0.37938166384064	-0.10914788297258494	0.4539441211500642	0.5978917927203841	0.11328407670969952	-0.5326065412627213	-0.38401097501981296	-0.26793095600278866	-0.25080529916287986	7
0.4227561116645771	-0.038746386520407926	-0.15251198960770923	-0.5717374866319208	-0.1336708131466896	0.08202555850860647	1.2851934132250267	-1.012705100648806	0.1193966931573228	8
-0.3566995028270165	0.0448168511858462	-0.09284743063526565	0.1038255765221957	-0.005229599027056849	0.08001553912294122	0.14070552972721037	0.03109708438577524	0.05431595154537021	9
0.13010527098053185	-0.023778238287493026	0.15145534324175597	0.4337818539447304	-0.16590911054712762	-0.11994895972169733	-0.6211927973533986	0.4049005302375376	-0.1894138924948391	10
0.18734701455092123	-0.005978592170489225	0.06100164635112139	0.08593411030604681	-0.13810513189470847	-0.18005304184694695	-0.0569978657474854	0.2150449494609006	-0.16819308900936006	11
-0.06788360542558125	0.020670911319072314	0.10164700051880052	0.018354794634881696	0.07290605062272082	-0.33571345134241276	0.31243303633543157	0.396487653822505	-0.5189023904854179	12
-0.34299661653269314	0.006770580450828117	0.07493126931757811	0.17284301161325408	-0.012765759510727353	0.0046846260459922195	-0.06575836990177322	0.1390289924708964	0.023262266046644785	13
-0.052628189783441914	-0.003533243913987511	0.02197072872474534	-0.050712153569938	0.021826683243316145	-0.2670463557061426	0.3108073972273344	0.07451755333369445	-0.05520241955558046	14
-0.1265720677471331	0.003020885095367974	0.0401707133782884	-0.0899256064303461	0.06457556059861572	-0.10938342981169935	0.14630766771951056	0.07537851373187596	-0.003572236534479988	15
-0.036992573833924645	-0.0006444876858921715	-0.025900343483274007	0.01413896967046439	0.21498703639468095	-0.2237611190909518	0.038841749018350476	0.0904337612898787	-0.0711029922793319	16
-0.056345811399169776	0.00643767100897965	-0.10701489034188211	0.11818343539097645	-0.1284417572131349	0.16971349546297818	-0.18336630250111313	0.1468878781927748	0.0339462813995909	17
-0.09433518987981439	0.0005550291190931524	-0.09592908003326574	-0.05247674270211862	0.12130239995085193	-0.017128122112388035	-0.08458424490194945	-0.014073768769516031	0.23666971932910716	18
0.04140524851209827	0.0009770218196958477	-0.06755223237068428	-0.04607231782428604	-0.09718076324388042	0.25279118154458335	-0.10069848203235504	0.09260550602788392	-0.0762751624330557	19
