0	1	2	3	4	5	6	7	8	feature_idx
0.4016019245665773	0.13223907235180613	0.9832460117645713	-2.7151487278765654	0.3641471526004202	-0.19717324523391686	0.5350386772462736	0.19568600576003245	0.3003631288208012	0
-1.1881398574145625	-1.7332433001381915	1.2734533996832582	0.1263920452817099	1.062576940272621	-1.6697062013961563	0.3916265477071623	1.1985216241008374	0.5385188019033209	1
0.3227427000896736	1.556285771271289	1.0914474612074105	0.1523352725213229	-0.4884843158103015	-1.4056743434350856	0.4217214273654375	-0.20607034817003597	-1.4443036250397105	2
0.7191918579174209	-0.6265371345965559	-0.6114202104954028	-0.057304283551481164	1.7940235202134422	0.11270140912824378	0.5820615637059161	0.1025110451203183	-2.015227767441902	3
0.28541280454859375	-0.1971766417018977	1.1293761363732122	-0.287109777080466	-1.2487445787343059	0.3402519521814051	0.3965933888352652	0.24157947646273095	-0.660182760884538	4
0.19897778379579592	-0.3731704857189149	-0.8048484492005058	0.054481318215456015	-1.0173069513399935	-0.12170385992751707	0.8659859557359416	1.469737677149375	-0.2721529887096373	5
0.6588565409046799	0.5910389250973118	-1.399908260087681	-0.17805023096852754	0.08849605806451771	-0.8079408074225372	0.6323636674514819	-0.07986751221402255	0.49501161917477715	6
-0.9867256305285036	0.5694147448139304	-0.5175848743940831	-0.10569545629738611	0.4575489994457666	0.24470819239124478	-0.38226345639056736	0.6020913212310639	0.1185061597285341	7
-0.3922306957372755	-0.43943139663460923	0.11597489820277668	-0.02797839930932342	-0.13981110569555733	0.2637556382433912	1.3083582810144343	-0.5629047275112732	-0.12573249257256372	8
-0.5285366165496836	0.2683224242160865	0.08439683194285354	0.04252524213565255	-0.09168556771319782	-0.017591504069751625	0.14211805110929257	0.10524181388579977	-0.004790674957051751	9
0.2939192966282091	-0.0314683246160011	-0.1394802617030979	-0.030544402837414334	0.1424573908593328	0.14588854874476742	-0.6357564580381506	0.4286900439966947	-0.17370583303433967	10
-0.1672029625698579	0.4807347215156807	-0.18578246205721835	-0.0017754548467626965	0.060811660533653084	-0.07713030221822044	-0.05850348539289644	0.08618688107782527	-0.13733859604220328	11
-0.3808768496596765	0.2641341114461055	-0.34712440775885095	0.01398179338049277	0.09019680171120151	-0.017311618549779757	0.29739166907272535	0.013154200840878191	0.06645429951690407	12
-0.2128433760467445	0.08213780483177957	-0.0013069208491597645	0.005554769385843872	0.07309529089145309	-0.038122344644132736	-0.06852152759558883	0.1720819328106079	-0.012075628784058648	13
-0.17625796775266164	0.24608961971992807	-0.26474673509648156	-0.004704623254792877	0.022771351503784763	-0.10686353233713311	0.3118293816944777	-0.05026168148648808	0.02214418700936659	14
-0.09162456736417941	-0.0061794617765179955	-0.10308666599535082	0.0015094442737170694	0.03980233105144101	0.037882760542593125	0.14663354833469464	-0.09029799547145206	0.06536060640505448	15
-0.03230064201335641	0.07693494823261801	-0.23233880247791383	-0.0028392447168040956	-0.029375349721023746	-0.04065397214277837	0.03536402183661431	0.011999817414759077	0.21320922358788488	16
0.09757129260380148	0.05490673438152151	0.17063571504269684	0.006534238228745942	-0.1080113415771446	-0.027648764386862052	-0.18318717387656566	0.11845206641009455	-0.12925276682628795	17
0.500112849933767	-0.1950429233524562	-0.0189371080457585	0.0005988954690936622	-0.09735645864652989	-0.1762527071691316	-0.08376509266989696	-0.05298470717876231	0.1236272516596746	18
0.19800674849817868	0.01189367686484425	0.24783011608711972	0.000688811913754589	-0.07015923450165677	-0.13935868280842792	-0.10473898845469998	-0.047383415242815946	-0.09677903235629658	19
