class_0	class_1	class_2	class_3	class_4	class_5	class_6	class_7	class_8	class_9	class_10	class_11	class_12	class_13	class_14	class_15	feature_idx
-0.8080599519283007	-1.436477336532611	0.6125351181311307	-0.004750434156522681	-0.9162169075381036	-0.11550348880910877	0.4090007555170874	-0.0073304052889705176	-0.18633314665150022	-0.3793174945577247	0.5455375568285963	0.4564643336824699	0.1278826360442657	0.2590623123286566	0.5669225340149404	0.1600555091183664	0
-0.2943536633964701	1.546066902103411	0.5055191961543425	2.158843879437754	-0.42863903870196757	-0.06811350514905143	-0.11352752734731482	-0.24695205827241262	-0.08018840891601325	0.031678342344670735	-0.027959843493599312	0.02013452344822562	-0.0062816426672695855	0.007951238565548363	-0.016550872987359407	-0.06222928889646902	1
-2.5241456361147647	0.8877704766652011	-0.8778981548221984	-0.5663266538320448	0.016898241967160128	0.25399042815453987	-0.40498879740135646	-0.026584855401364682	-0.05505043467878482	0.03293390349589458	-0.07016084782807894	0.03032359588611127	0.014289463346212125	0.037750582293104344	-0.014457366624992137	-0.04086389355865849	2
0.6633345816355496	1.2093609013406748	-0.35548294630707983	-0.04935933356409182	0.7381286837884018	0.9436253998744669	0.405505820615558	0.673023857066849	0.5781821093970879	-0.22258677512082012	0.38334506204468105	-0.015799125728583732	0.12350853496859528	-0.03469952982283206	-0.037641599375963015	-0.046718301836769	3
0.6722412897277406	1.1149106308592533	0.3798870126645003	-0.8618473942644125	-0.791394842602765	-0.3610658775799402	0.06865570140632159	-0.08650065760503371	0.22632458094892682	0.018696654494247036	-0.30293019448639574	-0.1487511053709449	-0.15188170934130213	-0.04495823093598685	-0.22122685020962368	0.13986569161910176	4
0.3803545034273366	0.6571243238879585	0.7657262408238944	-1.0122703767846088	-0.5731875517629309	-0.16966852256988077	-0.10247626570737685	-0.2577222443970157	0.06220718182165093	-0.04702254145827741	0.28814038785397245	0.09660793853230991	0.08674565066669603	-0.011599956099213266	0.17853028207329683	-0.08496165497709462	5
0.9159528495099184	-0.12599182640859607	0.014096736891107579	-0.32188787540757086	0.9163935769772894	0.5177252032579237	0.5373901504303569	-0.2883891526974	-0.42925690468926825	0.5909491162466902	-0.8810750367505373	-0.005172730925781382	-0.19394566577027175	0.6301644307269884	0.08025949034204041	-0.1368040238229528	6
0.08332102323814769	-0.5308122090584202	0.8232228169282311	-0.11603691430197587	1.0722706419087809	0.25206912530620496	0.26945821190547203	-0.4650569025438948	-0.24631226730395755	0.2079902888102457	-0.18043780986240104	0.24695085150075666	0.3691671294670601	-0.6231104310323443	0.13029106013686795	0.13597392412027906	7
-0.8383876284589152	-0.730925394504983	0.46264684385158467	0.09992650236997912	0.1912717089581778	-0.1111727836175803	-0.024528021595510766	0.09732673815795105	0.37579780232564475	0.30160450642668396	-0.004996708397945591	-0.11016645480219307	-0.06421038885521671	-0.34647441864532247	-0.1627171999723192	-0.01963860267369035	8
0.2682846296744853	-1.0752867523748328	0.22617299076360128	0.18320072193295278	0.5193203173369558	0.07760072598957893	-0.5059892510623906	0.08938484848664129	-0.16352850214524936	-0.5984739101591164	0.05895673746235874	-1.0092254878824876	-0.483021577325357	0.2798256745915511	-0.2973823078806644	0.3069328033958606	9
-0.07736169862152863	-1.2850258990391077	-0.7232972418396357	0.17339458971264007	-0.4761986150929486	-0.29597081985829965	0.1308019530110819	-0.14868828804964798	0.12542033777424821	-0.05190100250785359	0.3141324471400231	-0.02425061999436013	0.30498759025281297	0.16612214003447773	-0.27883859853465753	-0.29025545012543136	10
1.5588197013068008	-0.2307138169379477	-1.8331286132394788	0.3171132888579004	-0.2686462152380495	-0.9235158849988534	-0.6693027297719284	0.6674891205442983	-0.20726234788278508	0.11544891198536003	-0.12255175051067364	0.46288428165447737	-0.12724002078622523	-0.3200338120046276	0.07281142901843357	-0.06135671236254214	11
